aptNm,area_bucket,dealDate,dealAmount_now,buildYear,age_at_deal,excluUseAr,floor,dealYear,dealMonth,price_5y
포스코더샵,55.0,2020-10-06,105500,2007,13,59.99,6,2020,10,133472.72727272726
포스코더샵,55.0,2020-10-17,83000,2007,13,59.99,1,2020,10,133472.72727272726
포스코더샵,55.0,2020-10-17,106000,2007,13,59.995,9,2020,10,133472.72727272726
포스코더샵,55.0,2020-11-12,107300,2007,13,59.99,4,2020,11,137300.0
포스코더샵,55.0,2020-11-14,100000,2007,13,59.99,13,2020,11,137300.0
포스코더샵,55.0,2020-11-17,109600,2007,13,59.96,10,2020,11,138618.75
포스코더샵,55.0,2020-11-19,101000,2007,13,59.99,2,2020,11,139193.33333333334
포스코더샵,55.0,2020-11-29,110000,2007,13,59.99,5,2020,11,139778.57142857142
포스코더샵,55.0,2020-12-04,107000,2007,13,59.99,12,2020,12,140683.33333333334
포스코더샵,55.0,2020-12-10,110000,2007,13,59.99,14,2020,12,140683.33333333334
포스코더샵,55.0,2020-12-19,109300,2007,13,59.99,3,2020,12,141109.0909090909
포스코더샵,55.0,2020-12-19,114000,2007,13,59.99,11,2020,12,141109.0909090909
포스코더샵,55.0,2020-12-22,113000,2007,13,59.96,5,2020,12,141570.0
포스코더샵,55.0,2021-02-19,124500,2007,14,59.96,9,2021,2,143666.66666666666
포스코더샵,55.0,2021-05-04,117700,2007,14,59.99,3,2021,5,149000.0
포스코더샵,80.0,2020-01-05,112500,2007,13,84.992,10,2020,1,139275.0
포스코더샵,80.0,2020-01-18,112500,2007,13,84.992,7,2020,1,139763.15789473685
포스코더샵,80.0,2020-02-09,112000,2007,13,84.995,7,2020,2,140305.55555555556
포스코더샵,80.0,2020-02-20,113000,2007,13,84.995,4,2020,2,140305.55555555556
포스코더샵,80.0,2020-02-22,112500,2007,13,84.995,8,2020,2,140305.55555555556
포스코더샵,80.0,2020-02-29,115000,2007,13,84.995,10,2020,2,141026.31578947368
포스코더샵,80.0,2020-05-20,107000,2007,13,84.992,2,2020,5,144900.0
포스코더샵,80.0,2020-06-02,107000,2007,13,84.995,3,2020,6,144900.0
포스코더샵,80.0,2020-06-02,107000,2007,13,84.995,3,2020,6,144900.0
포스코더샵,80.0,2020-06-14,112000,2007,13,84.995,5,2020,6,145500.0
포스코더샵,80.0,2020-06-24,114700,2007,13,84.995,8,2020,6,145500.0
포스코더샵,80.0,2020-07-05,120000,2007,13,84.995,10,2020,7,145500.0
포스코더샵,80.0,2020-07-18,122000,2007,13,84.995,11,2020,7,145500.0
포스코더샵,80.0,2020-07-22,123000,2007,13,84.995,6,2020,7,145500.0
포스코더샵,80.0,2020-07-23,121000,2007,13,84.995,6,2020,7,145500.0
포스코더샵,80.0,2020-08-26,125000,2007,13,84.992,8,2020,8,145972.22222222222
포스코더샵,80.0,2020-10-26,124000,2007,13,84.995,11,2020,10,154687.5
포스코더샵,80.0,2020-11-12,124500,2007,13,84.995,3,2020,11,154687.5
포스코더샵,80.0,2020-12-16,131800,2007,13,84.992,5,2020,12,164000.0
포스코더샵,80.0,2020-12-19,132500,2007,13,84.995,4,2020,12,164000.0
포스코더샵,80.0,2021-01-23,120000,2007,14,84.995,1,2021,1,164000.0
포스코더샵,80.0,2021-01-23,120000,2007,14,84.995,1,2021,1,164000.0
포스코더샵,100.0,2020-06-15,126000,2007,13,101.993,1,2020,6,151000.0
포스코더샵,100.0,2020-07-10,129500,2007,13,101.993,15,2020,7,164000.0
포스코더샵,100.0,2020-07-30,135500,2007,13,101.993,5,2020,7,164000.0
포스코더샵,100.0,2020-08-10,135000,2007,13,101.993,11,2020,8,164000.0
포스코더샵,100.0,2020-10-24,140000,2007,13,101.993,14,2020,10,164000.0
포스코더샵,100.0,2020-11-14,136500,2007,13,101.993,3,2020,11,164000.0
포스코더샵,130.0,2020-01-18,135000,2007,13,132.735,10,2020,1,156166.66666666666
포스코더샵,130.0,2020-02-01,128000,2007,13,132.735,4,2020,2,156136.36363636365
포스코더샵,130.0,2020-02-06,135800,2007,13,132.735,9,2020,2,156136.36363636365
포스코더샵,130.0,2020-06-04,126500,2007,13,132.735,9,2020,6,165250.0
포스코더샵,130.0,2020-06-16,139000,2007,13,132.735,12,2020,6,165250.0
포스코더샵,130.0,2020-06-29,138000,2007,13,132.735,14,2020,6,165250.0
포스코더샵,130.0,2020-09-26,149000,2007,13,132.735,10,2020,9,166636.36363636365
포스코더샵,130.0,2020-10-27,143500,2007,13,132.735,2,2020,10,168300.0
포스코더샵,130.0,2021-01-20,153800,2007,14,132.735,10,2021,1,181750.0
포스코더샵,130.0,2021-01-23,148000,2007,14,132.735,4,2021,1,181750.0
포스코더샵,150.0,2020-07-24,135000,2007,13,152.222,3,2020,7,172550.0
포스코더샵,150.0,2020-07-24,135000,2007,13,152.222,3,2020,7,172550.0
포스코더샵,150.0,2020-11-14,158500,2007,13,152.222,10,2020,11,174187.5
포스코더샵,150.0,2020-11-14,158500,2007,13,152.222,10,2020,11,174187.5
포스코더샵,150.0,2020-11-28,168000,2007,13,152.222,12,2020,11,174187.5
포스코더샵,150.0,2020-12-03,170000,2007,13,152.222,12,2020,12,174187.5
포스코더샵,150.0,2021-01-04,141000,2007,14,152.222,11,2021,1,177125.0
포스코더샵,160.0,2020-05-12,137000,2007,13,161.481,6,2020,5,181500.0
현대(관악),55.0,2020-04-18,60000,1992,28,58.59,10,2020,4,70125.0
현대(관악),55.0,2020-04-22,55900,1992,28,58.59,11,2020,4,71333.33333333333
현대(관악),55.0,2020-04-30,60500,1992,28,58.59,5,2020,4,71333.33333333333
현대(관악),55.0,2020-05-04,58000,1992,28,58.59,15,2020,5,71333.33333333333
현대(관악),55.0,2020-05-12,60000,1992,28,58.59,12,2020,5,71333.33333333333
현대(관악),55.0,2020-07-25,64500,1992,28,58.59,13,2020,7,71750.0
현대(관악),55.0,2020-10-31,67750,1992,28,58.59,11,2020,10,72071.42857142857
현대(관악),55.0,2020-12-02,67300,1992,28,58.59,15,2020,12,73200.0
현대(관악),55.0,2021-01-15,75600,1992,29,58.59,4,2021,1,74000.0
현대(관악),55.0,2021-02-02,77000,1992,29,58.59,14,2021,2,74000.0
현대(관악),55.0,2021-02-02,71900,1992,29,58.59,1,2021,2,74000.0
현대(관악),80.0,2020-01-07,69000,1992,28,84.78,5,2020,1,83800.0
현대(관악),80.0,2020-01-11,69000,1992,28,84.78,8,2020,1,83777.77777777778
현대(관악),80.0,2020-01-21,67800,1992,28,84.78,3,2020,1,84212.5
현대(관악),80.0,2020-02-15,71900,1992,28,84.78,5,2020,2,84212.5
현대(관악),80.0,2020-02-20,72800,1992,28,84.78,11,2020,2,84212.5
현대(관악),80.0,2020-02-22,71000,1992,28,84.78,2,2020,2,84212.5
현대(관악),80.0,2020-02-23,70600,1992,28,84.78,2,2020,2,84212.5
현대(관악),80.0,2020-03-06,72000,1992,28,84.78,3,2020,3,84212.5
현대(관악),80.0,2020-04-24,68000,1992,28,84.78,15,2020,4,86064.70588235294
현대(관악),80.0,2020-04-28,71900,1992,28,84.78,12,2020,4,86064.70588235294
현대(관악),80.0,2020-05-14,72700,1992,28,84.78,10,2020,5,85850.0
현대(관악),80.0,2020-05-14,65000,1992,28,84.78,8,2020,5,85850.0
현대(관악),80.0,2020-06-13,72000,1992,28,84.78,2,2020,6,85850.0
현대(관악),80.0,2020-06-23,76000,1992,28,84.78,8,2020,6,85850.0
현대(관악),80.0,2020-06-26,78000,1992,28,84.78,13,2020,6,85850.0
현대(관악),80.0,2020-09-08,79200,1992,28,84.78,3,2020,9,85850.0
현대(관악),80.0,2020-10-07,84500,1992,28,84.78,8,2020,10,87792.85714285714
현대(관악),80.0,2020-10-07,84500,1992,28,84.78,8,2020,10,87792.85714285714
현대(관악),80.0,2020-11-16,41500,1992,28,84.78,10,2020,11,87758.33333333333
현대(관악),80.0,2020-12-16,84500,1992,28,84.78,15,2020,12,87910.0
현대(관악),80.0,2020-12-24,87200,1992,28,84.78,11,2020,12,87910.0
현대(관악),80.0,2020-12-28,89900,1992,28,84.78,4,2020,12,87711.11111111111
현대(관악),80.0,2021-02-14,94500,1992,29,84.78,8,2021,2,87711.11111111111
현대201동,55.0,2020-07-09,53500,1995,25,59.91,6,2020,7,58000.0
현대201동,55.0,2020-09-18,54800,1995,25,59.91,4,2020,9,58000.0
현대201동,55.0,2020-11-05,58000,1995,25,59.91,8,2020,11,58000.0
힐스테이트 상도 센트럴파크,55.0,2020-03-27,105000,2012,8,59.7754,10,2020,3,134580.0
힐스테이트 상도 센트럴파크,55.0,2020-06-10,106500,2012,8,59.7754,6,2020,6,135240.0
힐스테이트 상도 센트럴파크,55.0,2020-06-13,108200,2012,8,59.7754,8,2020,6,135240.0
힐스테이트 상도 센트럴파크,55.0,2020-06-14,103500,2012,8,59.7686,2,2020,6,135240.0
힐스테이트 상도 센트럴파크,55.0,2020-07-04,102000,2012,8,59.7754,9,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-05,110000,2012,8,59.7754,5,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-07,112800,2012,8,59.7754,10,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-09,117000,2012,8,59.7754,9,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-09,117000,2012,8,59.7754,9,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-11,109000,2012,8,59.7686,2,2020,7,135583.33333333334
힐스테이트 상도 센트럴파크,55.0,2020-07-12,117000,2012,8,59.7754,11,2020,7,136000.0
힐스테이트 상도 센트럴파크,55.0,2020-07-18,116000,2012,8,59.7754,11,2020,7,136181.81818181818
힐스테이트 상도 센트럴파크,55.0,2020-07-28,110000,2012,8,59.7686,1,2020,7,136181.81818181818
힐스테이트 상도 센트럴파크,55.0,2020-08-08,119800,2012,8,59.8758,6,2020,8,136380.95238095237
힐스테이트 상도 센트럴파크,55.0,2020-10-31,122800,2012,8,59.8758,10,2020,10,142611.11111111112
힐스테이트 상도 센트럴파크,55.0,2020-12-01,120000,2012,8,59.7686,12,2020,12,142611.11111111112
힐스테이트 상도 센트럴파크,55.0,2020-12-02,122000,2012,8,59.7754,13,2020,12,142611.11111111112
힐스테이트 상도 센트럴파크,55.0,2020-12-13,117000,2012,8,59.7754,13,2020,12,143250.0
힐스테이트 상도 센트럴파크,55.0,2020-12-15,118000,2012,8,59.8758,4,2020,12,143250.0
힐스테이트 상도 센트럴파크,55.0,2020-12-20,89000,2012,8,59.8758,11,2020,12,144142.85714285713
힐스테이트 상도 센트럴파크,55.0,2021-01-01,124500,2012,9,59.7754,13,2021,1,144142.85714285713
힐스테이트 상도 센트럴파크,55.0,2021-02-04,126000,2012,9,59.7754,6,2021,2,144142.85714285713
힐스테이트 상도 센트럴파크,55.0,2021-02-27,118000,2012,9,59.7754,4,2021,2,144300.0
힐스테이트 상도 센트럴파크,55.0,2021-03-20,127500,2012,9,59.7754,6,2021,3,144000.0
힐스테이트 상도 센트럴파크,80.0,2020-01-18,125500,2012,8,84.7835,14,2020,1,150721.32352941178
힐스테이트 상도 센트럴파크,80.0,2020-02-08,116000,2012,8,84.6099,2,2020,2,151235.15625
힐스테이트 상도 센트럴파크,80.0,2020-02-11,116000,2012,8,84.7835,8,2020,2,151524.21875
힐스테이트 상도 센트럴파크,80.0,2020-02-22,130000,2012,8,84.7835,13,2020,2,152039.23076923078
힐스테이트 상도 센트럴파크,80.0,2020-03-03,121500,2012,8,84.6099,6,2020,3,152599.24242424243
힐스테이트 상도 센트럴파크,80.0,2020-03-05,125000,2012,8,84.7954,10,2020,3,152888.80597014926
힐스테이트 상도 센트럴파크,80.0,2020-04-14,115000,2012,8,84.7835,12,2020,4,154782.14285714287
힐스테이트 상도 센트럴파크,80.0,2020-05-09,125000,2012,8,84.6099,8,2020,5,156597.97297297296
힐스테이트 상도 센트럴파크,80.0,2020-05-11,115500,2012,8,84.6099,5,2020,5,156756.84931506848
힐스테이트 상도 센트럴파크,80.0,2020-05-21,109800,2012,8,84.7835,2,2020,5,156864.58333333334
힐스테이트 상도 센트럴파크,80.0,2020-05-26,116000,2012,8,84.7835,7,2020,5,156864.58333333334
힐스테이트 상도 센트럴파크,80.0,2020-06-03,118500,2012,8,84.6099,14,2020,6,156864.58333333334
힐스테이트 상도 센트럴파크,80.0,2020-06-12,136000,2012,8,84.6099,10,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-15,112000,2012,8,84.7835,1,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-20,117000,2012,8,84.7835,2,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-24,118000,2012,8,84.6099,3,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-25,127000,2012,8,84.6099,4,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-26,125000,2012,8,84.6099,6,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-26,134000,2012,8,84.7835,12,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-26,125000,2012,8,84.6099,15,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-06-27,126800,2012,8,84.6099,9,2020,6,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-01,134000,2012,8,84.7954,13,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-02,122000,2012,8,84.6099,2,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-03,115000,2012,8,84.6099,1,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-04,130000,2012,8,84.7835,15,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-04,129200,2012,8,84.7835,15,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-04,129200,2012,8,84.7835,15,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-04,129200,2012,8,84.7835,15,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-06,130000,2012,8,84.7835,5,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-07,130000,2012,8,84.6099,16,2020,7,157003.52112676058
힐스테이트 상도 센트럴파크,80.0,2020-07-09,133500,2012,8,84.7835,7,2020,7,157467.39130434784
힐스테이트 상도 센트럴파크,80.0,2020-07-11,134500,2012,8,84.7835,16,2020,7,157724.26470588235
힐스테이트 상도 센트럴파크,80.0,2020-07-15,133000,2012,8,84.7835,5,2020,7,157724.26470588235
힐스테이트 상도 센트럴파크,80.0,2020-07-18,133800,2012,8,84.7835,11,2020,7,157724.26470588235
힐스테이트 상도 센트럴파크,80.0,2020-07-18,117000,2012,8,84.6099,1,2020,7,157724.26470588235
힐스테이트 상도 센트럴파크,80.0,2020-07-25,134700,2012,8,84.7835,11,2020,7,157724.26470588235
힐스테이트 상도 센트럴파크,80.0,2020-08-15,140000,2012,8,84.6099,15,2020,8,158373.07692307694
힐스테이트 상도 센트럴파크,80.0,2020-08-22,140000,2012,8,84.6099,18,2020,8,158613.28125
힐스테이트 상도 센트럴파크,80.0,2020-08-24,134000,2012,8,84.7835,9,2020,8,158829.3650793651
힐스테이트 상도 센트럴파크,80.0,2020-08-26,138500,2012,8,84.6099,12,2020,8,158829.3650793651
힐스테이트 상도 센트럴파크,80.0,2020-08-26,138500,2012,8,84.6099,12,2020,8,158829.3650793651
힐스테이트 상도 센트럴파크,80.0,2020-08-28,102000,2012,8,84.6099,8,2020,8,158829.3650793651
힐스테이트 상도 센트럴파크,80.0,2020-09-05,135700,2012,8,84.6099,3,2020,9,159429.16666666666
힐스테이트 상도 센트럴파크,80.0,2020-09-12,134200,2012,8,84.7835,12,2020,9,160147.32142857142
힐스테이트 상도 센트럴파크,80.0,2020-10-07,142000,2012,8,84.6099,8,2020,10,161000.98039215687
힐스테이트 상도 센트럴파크,80.0,2020-10-17,138000,2012,8,84.6099,10,2020,10,161221.0
힐스테이트 상도 센트럴파크,80.0,2020-10-29,137500,2012,8,84.7835,4,2020,10,162160.63829787233
힐스테이트 상도 센트럴파크,80.0,2020-10-29,135000,2012,8,84.7835,3,2020,10,162160.63829787233
힐스테이트 상도 센트럴파크,80.0,2020-10-31,138000,2012,8,84.7835,12,2020,10,162160.63829787233
힐스테이트 상도 센트럴파크,80.0,2020-11-08,137800,2012,8,84.7835,15,2020,11,162630.0
힐스테이트 상도 센트럴파크,80.0,2020-11-12,139000,2012,8,84.7835,11,2020,11,163054.6511627907
힐스테이트 상도 센트럴파크,80.0,2020-11-23,142000,2012,8,84.6099,9,2020,11,164007.6923076923
힐스테이트 상도 센트럴파크,80.0,2020-12-03,131500,2012,8,84.6099,1,2020,12,166043.33333333334
힐스테이트 상도 센트럴파크,80.0,2020-12-09,149400,2012,8,84.6099,11,2020,12,166043.33333333334
힐스테이트 상도 센트럴파크,80.0,2020-12-25,137800,2012,8,84.6099,1,2020,12,167956.52173913043
힐스테이트 상도 센트럴파크,80.0,2021-01-09,149500,2012,9,84.6099,7,2021,1,169450.0
힐스테이트 상도 센트럴파크,80.0,2021-01-15,140000,2012,9,84.7835,8,2021,1,169657.8947368421
힐스테이트 상도 센트럴파크,80.0,2021-01-15,140000,2012,9,84.7835,8,2021,1,169657.8947368421
힐스테이트 상도 센트럴파크,80.0,2021-01-21,149000,2012,9,84.7835,4,2021,1,169657.8947368421
힐스테이트 상도 센트럴파크,80.0,2021-02-01,144500,2012,9,84.7835,5,2021,2,169657.8947368421
힐스테이트 상도 센트럴파크,80.0,2021-02-09,146400,2012,9,84.6099,11,2021,2,169657.8947368421
힐스테이트 상도 센트럴파크,80.0,2021-02-24,154000,2012,9,84.6099,13,2021,2,172678.57142857142
힐스테이트 상도 센트럴파크,80.0,2021-02-24,144700,2012,9,84.6099,3,2021,2,172678.57142857142
힐스테이트 상도 센트럴파크,80.0,2021-02-24,144700,2012,9,84.6099,3,2021,2,172678.57142857142
힐스테이트 상도 센트럴파크,80.0,2021-03-01,150000,2012,9,84.6099,6,2021,3,174916.66666666666
힐스테이트 상도 센트럴파크,80.0,2021-03-02,150000,2012,9,84.7835,15,2021,3,174916.66666666666
힐스테이트 상도 센트럴파크,80.0,2021-03-18,149000,2012,9,84.6099,5,2021,3,176111.11111111112
힐스테이트 상도 센트럴파크,80.0,2021-04-07,121000,2012,9,84.7835,16,2021,4,179000.0
힐스테이트 상도 센트럴파크,80.0,2021-04-10,145000,2012,9,84.7835,2,2021,4,179000.0
힐스테이트 상도 센트럴파크,80.0,2021-04-17,139000,2012,9,84.6099,2,2021,4,179000.0
힐스테이트 상도 센트럴파크,80.0,2021-04-19,143000,2012,9,84.6099,2,2021,4,180000.0
힐스테이트 상도 센트럴파크,115.0,2020-06-13,140000,2012,8,118.2086,2,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-06-14,136000,2012,8,118.1759,6,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-06-18,140000,2012,8,118.2086,10,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-06-25,138500,2012,8,118.1432,5,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-06-25,138500,2012,8,118.1432,5,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-06-30,141500,2012,8,118.1759,9,2020,6,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-07-01,139000,2012,8,118.1759,4,2020,7,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-07-01,139000,2012,8,118.1759,4,2020,7,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-07-15,149500,2012,8,118.1759,5,2020,7,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-08-01,145000,2012,8,118.2086,1,2020,8,175464.2857142857
힐스테이트 상도 센트럴파크,115.0,2020-09-07,153000,2012,8,118.1759,16,2020,9,177500.0
힐스테이트 상도 센트럴파크,115.0,2020-11-21,170000,2012,8,118.2086,5,2020,11,178136.36363636365
힐스테이트 상도 센트럴파크,115.0,2020-11-21,170000,2012,8,118.2086,5,2020,11,178136.36363636365
힐스테이트 상도 센트럴파크,115.0,2020-12-25,164000,2012,8,118.1759,4,2020,12,187333.33333333334
힐스테이트 상도 센트럴파크,115.0,2021-01-23,174000,2012,9,118.2086,5,2021,1,187333.33333333334
힐스테이트 상도 센트럴파크,115.0,2021-01-27,173500,2012,9,118.1759,11,2021,1,187333.33333333334
힐스테이트 상도 센트럴파크,115.0,2021-02-10,167000,2012,9,118.2086,4,2021,2,187333.33333333334
힐스테이트 상도 프레스티지,55.0,2020-06-06,101500,2013,7,59.928,9,2020,6,139250.0
힐스테이트 상도 프레스티지,80.0,2020-01-02,115000,2013,7,84.884,12,2020,1,144876.7441860465
힐스테이트 상도 프레스티지,80.0,2020-01-22,117000,2013,7,84.951,4,2020,1,145666.66666666666
힐스테이트 상도 프레스티지,80.0,2020-02-05,117000,2013,7,84.922,8,2020,2,146208.33333333334
힐스테이트 상도 프레스티지,80.0,2020-02-06,120000,2013,7,84.951,11,2020,2,146208.33333333334
힐스테이트 상도 프레스티지,80.0,2020-06-13,121500,2013,7,84.884,13,2020,6,151784.3137254902
힐스테이트 상도 프레스티지,80.0,2020-06-15,114000,2013,7,84.951,1,2020,6,151784.3137254902
힐스테이트 상도 프레스티지,80.0,2020-06-17,120000,2013,7,84.951,4,2020,6,151784.3137254902
힐스테이트 상도 프레스티지,80.0,2020-06-20,114000,2013,7,84.953,1,2020,6,151880.0
힐스테이트 상도 프레스티지,80.0,2020-06-27,130000,2013,7,84.922,8,2020,6,151880.0
힐스테이트 상도 프레스티지,80.0,2020-06-29,124000,2013,7,84.884,12,2020,6,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-02,121500,2013,7,84.953,7,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-04,125000,2013,7,84.884,6,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-04,125200,2013,7,84.884,3,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-04,125200,2013,7,84.884,3,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-18,125000,2013,7,84.884,4,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-07-31,133000,2013,7,84.884,14,2020,7,151880.0
힐스테이트 상도 프레스티지,80.0,2020-08-08,136000,2013,7,84.951,12,2020,8,151880.0
힐스테이트 상도 프레스티지,80.0,2020-08-08,127500,2013,7,84.884,9,2020,8,151880.0
힐스테이트 상도 프레스티지,80.0,2020-09-03,128000,2013,7,84.884,3,2020,9,152265.95744680852
힐스테이트 상도 프레스티지,80.0,2020-09-29,130000,2013,7,84.884,13,2020,9,153238.09523809524
힐스테이트 상도 프레스티지,80.0,2020-09-29,136000,2013,7,84.951,18,2020,9,153238.09523809524
힐스테이트 상도 프레스티지,80.0,2020-09-29,130000,2013,7,84.884,13,2020,9,153238.09523809524
힐스테이트 상도 프레스티지,80.0,2020-10-12,126000,2013,7,84.951,2,2020,10,153404.8780487805
힐스테이트 상도 프레스티지,80.0,2020-10-17,127000,2013,7,84.884,4,2020,10,153404.8780487805
힐스테이트 상도 프레스티지,80.0,2020-11-01,137000,2013,7,84.884,12,2020,11,153835.89743589744
힐스테이트 상도 프레스티지,80.0,2020-11-02,123000,2013,7,84.951,16,2020,11,154266.66666666666
힐스테이트 상도 프레스티지,80.0,2020-11-14,128900,2013,7,84.951,1,2020,11,154431.42857142858
힐스테이트 상도 프레스티지,80.0,2020-11-22,133500,2013,7,84.922,7,2020,11,154431.42857142858
힐스테이트 상도 프레스티지,80.0,2020-11-26,130000,2013,7,84.884,2,2020,11,154431.42857142858
힐스테이트 상도 프레스티지,80.0,2020-12-10,135000,2013,7,84.951,6,2020,12,155853.33333333334
힐스테이트 상도 프레스티지,80.0,2020-12-18,138000,2013,7,84.884,10,2020,12,156884.61538461538
힐스테이트 상도 프레스티지,80.0,2020-12-20,134000,2013,7,84.884,2,2020,12,156884.61538461538
힐스테이트 상도 프레스티지,80.0,2020-12-24,138000,2013,7,84.884,17,2020,12,158272.72727272726
힐스테이트 상도 프레스티지,80.0,2020-12-25,128000,2013,7,84.951,1,2020,12,158272.72727272726
힐스테이트 상도 프레스티지,80.0,2021-01-09,140000,2013,8,84.951,7,2021,1,159350.0
힐스테이트 상도 프레스티지,80.0,2021-01-16,137900,2013,8,84.884,16,2021,1,159350.0
힐스테이트 상도 프레스티지,80.0,2021-03-13,134500,2013,8,84.884,1,2021,3,166218.75
힐스테이트 상도 프레스티지,80.0,2021-04-03,136000,2013,8,84.884,9,2021,4,171785.7142857143
힐스테이트 상도 프레스티지,120.0,2020-02-25,120000,2013,7,120.49,1,2020,2,169928.57142857142
힐스테이트 상도 프레스티지,120.0,2020-06-06,143500,2013,7,120.004,15,2020,6,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-06-15,141000,2013,7,120.571,10,2020,6,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-06-21,142500,2013,7,120.004,11,2020,6,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-06-27,147000,2013,7,120.49,20,2020,6,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-07-03,142000,2013,7,120.004,2,2020,7,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-07-06,145000,2013,7,120.004,8,2020,7,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-07-11,147000,2013,7,120.49,9,2020,7,177705.88235294117
힐스테이트 상도 프레스티지,120.0,2020-10-30,168000,2013,7,120.936,10,2020,10,184500.0
힐스테이트 상도 프레스티지,120.0,2020-11-03,165000,2013,7,120.936,4,2020,11,184500.0
힐스테이트 상도 프레스티지,120.0,2020-11-06,174000,2013,7,120.936,13,2020,11,184500.0
