aptNm,aptSeq,excluUseAr,dealYear,dealMonth,dealDay,dealAmount,buildYear,umdNm,sggCd,floor,dealDate
상도현대,11590-15,59.72,2020,6,23,59000,2003,상도동,11590,1,2020-06-23
힐스테이트 상도 프레스티지,11590-4078,120.004,2020,6,6,143500,2013,상도동,11590,15,2020-06-06
상도2차갑을명가,11590-3358,84.33,2020,6,3,64000,2006,상도동,11590,7,2020-06-03
대림아파트,11590-85,84.89,2020,6,23,74000,1995,상도동,11590,12,2020-06-23
아이파크,11590-126,84.96,2020,6,9,92500,2004,상도동,11590,3,2020-06-09
현대(관악),11590-3295,84.78,2020,6,13,72000,1992,상도동,11590,2,2020-06-13
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,6,26,134000,2012,상도동,11590,12,2020-06-26
상도두산위브,11590-3714,84.534,2020,6,12,104600,2010,상도동,11590,4,2020-06-12
두산위브트레지움2차,11590-4495,84.9736,2020,6,9,130800,2016,상도동,11590,11,2020-06-09
아이파크,11590-126,84.96,2020,6,23,94500,2004,상도동,11590,4,2020-06-23
현대(관악),11590-3295,84.78,2020,6,23,76000,1992,상도동,11590,8,2020-06-23
상도현대,11590-15,59.72,2020,6,26,63000,2003,상도동,11590,10,2020-06-26
래미안상도3차,11590-127,114.97,2020,6,29,127000,2004,상도동,11590,8,2020-06-29
삼성래미안2,11590-102,59.886,2020,6,4,78000,2003,상도동,11590,2,2020-06-04
삼성래미안2,11590-102,84.796,2020,6,15,81500,2003,상도동,11590,1,2020-06-15
중앙하이츠빌,11590-100,123.6025,2020,6,12,108500,2003,상도동,11590,6,2020-06-12
대림아파트,11590-85,84.89,2020,6,17,69800,1995,상도동,11590,15,2020-06-17
포스코더샵,11590-3412,132.735,2020,6,4,126500,2007,상도동,11590,9,2020-06-04
두산위브트레지움2차,11590-4495,84.8032,2020,6,26,129000,2016,상도동,11590,15,2020-06-26
쌍용스윗닷홈,11590-99,112.756,2020,6,16,93000,2003,상도동,11590,8,2020-06-16
래미안상도3차,11590-127,114.97,2020,6,29,130000,2004,상도동,11590,15,2020-06-29
아이파크,11590-126,114.83,2020,6,27,102500,2004,상도동,11590,10,2020-06-27
삼성래미안2,11590-102,84.796,2020,6,26,83000,2003,상도동,11590,6,2020-06-26
두산위브트레지움2차,11590-4495,84.8032,2020,6,16,127300,2016,상도동,11590,19,2020-06-16
정호힐사이드,11590-156,81.26,2020,6,26,41500,2000,상도동,11590,5,2020-06-26
상도두산위브,11590-3714,84.99,2020,6,3,98500,2010,상도동,11590,1,2020-06-03
래미안상도3차,11590-127,84.96,2020,6,22,108900,2004,상도동,11590,4,2020-06-22
건영,11590-9,114.96,2020,6,20,88800,1997,상도동,11590,5,2020-06-20
삼성래미안2,11590-102,84.796,2020,6,20,89500,2003,상도동,11590,8,2020-06-20
상도동삼호아파트,11590-13,84.52,2020,6,15,72500,1994,상도동,11590,11,2020-06-15
상도2차갑을명가,11590-3358,84.33,2020,6,26,62500,2006,상도동,11590,9,2020-06-26
대림아파트,11590-85,66.59,2020,6,13,61000,1995,상도동,11590,3,2020-06-13
래미안상도3차,11590-127,84.96,2020,6,20,108200,2004,상도동,11590,6,2020-06-20
포스코더샵,11590-3412,59.99,2020,6,24,97000,2007,상도동,11590,12,2020-06-24
대림아파트,11590-85,66.59,2020,6,13,61000,1995,상도동,11590,3,2020-06-13
대우유로카운티,11590-101,133.67,2020,6,16,100000,2003,상도동,11590,8,2020-06-16
경향렉스빌,11590-23,114.6534,2020,6,19,80000,2002,상도동,11590,7,2020-06-19
한강리버힐B동,11590-3339,73.07,2020,6,24,23000,2004,상도동,11590,4,2020-06-24
상도동래미안1차,11590-22,59.828,2020,6,23,85000,2004,상도동,11590,10,2020-06-23
두산위브트레지움2차,11590-4495,84.8624,2020,6,16,130000,2016,상도동,11590,16,2020-06-16
동원베네스트,11590-3577,84.97,2020,6,16,93000,2008,상도동,11590,3,2020-06-16
상도현대,11590-15,84.97,2020,6,12,70000,2003,상도동,11590,8,2020-06-12
포스코더샵,11590-3412,84.995,2020,6,2,107000,2007,상도동,11590,3,2020-06-02
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2020,6,3,118500,2012,상도동,11590,14,2020-06-03
대림아파트,11590-85,84.89,2020,6,13,69500,1995,상도동,11590,4,2020-06-13
두산위브트레지움2차,11590-4495,84.8032,2020,6,15,129000,2016,상도동,11590,15,2020-06-15
경향렉스빌,11590-23,114.6534,2020,6,3,77500,2002,상도동,11590,5,2020-06-03
삼성래미안2,11590-102,59.886,2020,6,19,78000,2003,상도동,11590,5,2020-06-19
삼성래미안2,11590-102,84.796,2020,6,19,84300,2003,상도동,11590,2,2020-06-19
건영,11590-9,32.8,2020,6,6,52000,1997,상도동,11590,13,2020-06-06
래미안상도3차,11590-127,84.96,2020,6,15,114000,2004,상도동,11590,14,2020-06-15
대림아파트,11590-85,66.59,2020,6,17,59000,1995,상도동,11590,4,2020-06-17
상도2차갑을명가,11590-3358,63.73,2020,6,17,48000,2006,상도동,11590,6,2020-06-17
상도동삼호아파트,11590-13,83.89,2020,6,4,70000,1994,상도동,11590,7,2020-06-04
중앙하이츠빌,11590-100,84.9883,2020,6,13,95000,2003,상도동,11590,21,2020-06-13
상도동삼호아파트,11590-13,84.52,2020,6,8,67000,1994,상도동,11590,4,2020-06-08
쌍용스윗닷홈,11590-99,84.954,2020,6,9,80000,2003,상도동,11590,14,2020-06-09
래미안상도3차,11590-127,84.96,2020,6,4,99000,2004,상도동,11590,2,2020-06-04
포스코더샵,11590-3412,59.995,2020,6,6,95700,2007,상도동,11590,12,2020-06-06
상도동래미안1차,11590-22,84.959,2020,6,6,90000,2004,상도동,11590,12,2020-06-06
씨티아모리움,11590-3991,14.1881,2020,6,12,16000,2012,상도동,11590,2,2020-06-12
상도휴엔하임,11590-4526,14.7,2020,6,15,16400,2016,상도동,11590,13,2020-06-15
중앙하이츠빌,11590-100,59.9388,2020,6,15,83500,2003,상도동,11590,14,2020-06-15
대림아파트,11590-85,84.89,2020,6,8,66000,1995,상도동,11590,11,2020-06-08
상도현대,11590-15,59.72,2020,6,13,61800,2003,상도동,11590,13,2020-06-13
상도현대,11590-15,59.72,2020,6,15,60850,2003,상도동,11590,9,2020-06-15
래미안상도3차,11590-127,84.96,2020,6,10,110700,2004,상도동,11590,8,2020-06-10
상도동래미안1차,11590-22,114.171,2020,6,8,105000,2004,상도동,11590,14,2020-06-08
힐스테이트 상도 프레스티지,11590-4078,59.928,2020,6,6,101500,2013,상도동,11590,9,2020-06-06
래미안상도3차,11590-127,84.96,2020,6,11,105500,2004,상도동,11590,10,2020-06-11
상도동삼호아파트,11590-13,114.63,2020,6,3,79200,1994,상도동,11590,13,2020-06-03
두산위브트레지움2차,11590-4495,84.9988,2020,6,2,126500,2016,상도동,11590,9,2020-06-02
래미안상도3차,11590-127,84.96,2020,6,8,110500,2004,상도동,11590,9,2020-06-08
상도휴엔하임,11590-4526,14.7,2020,6,10,16450,2016,상도동,11590,8,2020-06-10
포스코더샵,11590-3412,59.99,2020,6,4,93000,2007,상도동,11590,3,2020-06-04
중앙하이츠빌,11590-100,84.9883,2020,6,6,85000,2003,상도동,11590,21,2020-06-06
포스코더샵,11590-3412,59.99,2020,6,5,89990,2007,상도동,11590,2,2020-06-05
래미안상도3차,11590-127,84.96,2020,7,28,114000,2004,상도동,11590,7,2020-07-28
두산위브트레지움2차,11590-4495,84.8032,2020,7,7,129000,2016,상도동,11590,4,2020-07-07
동원베네스트,11590-3577,84.958,2020,7,14,100000,2008,상도동,11590,4,2020-07-14
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,9,117000,2012,상도동,11590,9,2020-07-09
포스코더샵,11590-3412,152.222,2020,7,24,135000,2007,상도동,11590,3,2020-07-24
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2020,7,1,139000,2012,상도동,11590,4,2020-07-01
힐스테이트 상도 프레스티지,11590-4078,84.884,2020,7,4,125200,2013,상도동,11590,3,2020-07-04
상도현대,11590-15,84.97,2020,7,28,74300,2003,상도동,11590,4,2020-07-28
상도파크자이,11590-4642,84.888,2020,7,23,148000,2016,상도동,11590,7,2020-07-23
상도1차갑을명가,11590-3356,84.95,2020,7,23,66500,2006,상도동,11590,6,2020-07-23
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,23,111500,2007,상도동,11590,6,2020-07-23
힐스테이트 상도 프레스티지,11590-4078,84.884,2020,7,31,133000,2013,상도동,11590,14,2020-07-31
경향렉스빌,11590-23,58.7112,2020,7,31,52000,2002,상도동,11590,1,2020-07-31
중앙하이츠빌,11590-100,84.9883,2020,7,22,99500,2003,상도동,11590,23,2020-07-22
포스코더샵,11590-3412,101.993,2020,7,30,135500,2007,상도동,11590,5,2020-07-30
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,25,134700,2012,상도동,11590,11,2020-07-25
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,28,109000,2007,상도동,11590,15,2020-07-28
e편한세상상도노빌리티,11590-4879,59.7827,2020,7,22,124000,2018,상도동,11590,16,2020-07-22
e편한세상상도노빌리티,11590-4879,59.7827,2020,7,26,129000,2018,상도동,11590,9,2020-07-26
래미안상도3차,11590-127,84.96,2020,7,28,114000,2004,상도동,11590,7,2020-07-28
e편한세상상도노빌리티,11590-4879,84.9704,2020,7,27,148500,2018,상도동,11590,14,2020-07-27
힐스테이트 상도 센트럴파크,11590-3954,59.7686,2020,7,28,110000,2012,상도동,11590,1,2020-07-28
상진아파트,11590-204,106.51,2020,7,19,62000,2005,상도동,11590,4,2020-07-19
상도동삼호아파트,11590-13,84.52,2020,7,19,71700,1994,상도동,11590,1,2020-07-19
포스코더샵,11590-3412,84.995,2020,7,18,122000,2007,상도동,11590,11,2020-07-18
포스코더샵,11590-3412,59.99,2020,7,20,90000,2007,상도동,11590,1,2020-07-20
중앙하이츠빌,11590-100,59.9388,2020,7,24,85000,2003,상도동,11590,13,2020-07-24
상도효성해링턴플레이스,11590-4559,84.9116,2020,7,25,105000,2016,상도동,11590,2,2020-07-25
상도현대,11590-15,59.72,2020,7,28,66300,2003,상도동,11590,9,2020-07-28
이수브라운스톤상도(527-0),11590-3441,59.94,2020,7,22,95000,2007,상도동,11590,1,2020-07-22
두산위브트레지움2차,11590-4495,84.9736,2020,7,20,138000,2016,상도동,11590,7,2020-07-20
상도효성해링턴플레이스,11590-4559,84.9116,2020,7,23,108000,2016,상도동,11590,8,2020-07-23
힐스테이트 상도 프레스티지,11590-4078,84.884,2020,7,18,125000,2013,상도동,11590,4,2020-07-18
두산위브트레지움2차,11590-4495,84.864,2020,7,16,137500,2016,상도동,11590,8,2020-07-16
숭실골드,11590-220,65.1,2020,7,10,37000,2001,상도동,11590,1,2020-07-10
상도현대,11590-15,84.97,2020,7,14,73000,2003,상도동,11590,2,2020-07-14
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,9,117000,2012,상도동,11590,9,2020-07-09
래미안상도3차,11590-127,59.97,2020,7,24,97000,2004,상도동,11590,14,2020-07-24
경향렉스빌,11590-23,84.5802,2020,7,18,69000,2002,상도동,11590,2,2020-07-18
대림아파트,11590-85,84.89,2020,7,14,75800,1995,상도동,11590,14,2020-07-14
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,18,116000,2012,상도동,11590,11,2020-07-18
포스코더샵,11590-3412,84.995,2020,7,22,123000,2007,상도동,11590,6,2020-07-22
상도동삼호아파트,11590-13,84.52,2020,7,10,76800,1994,상도동,11590,6,2020-07-10
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2020,7,18,117000,2012,상도동,11590,1,2020-07-18
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,6,130000,2012,상도동,11590,5,2020-07-06
이수브라운스톤상도(527-0),11590-3441,59.94,2020,7,7,94500,2007,상도동,11590,4,2020-07-07
경향렉스빌,11590-23,84.5802,2020,7,9,70500,2002,상도동,11590,12,2020-07-09
상도파크자이,11590-4642,72.328,2020,7,18,131000,2016,상도동,11590,11,2020-07-18
상도더샵2차,11590-4206,84.98,2020,7,11,108000,2014,상도동,11590,4,2020-07-11
포스코더샵,11590-3412,84.995,2020,7,23,121000,2007,상도동,11590,6,2020-07-23
e편한세상상도노빌리티,11590-4879,84.9704,2020,7,17,142500,2018,상도동,11590,9,2020-07-17
상도파크자이,11590-4642,84.918,2020,7,22,149500,2016,상도동,11590,20,2020-07-22
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,4,129200,2012,상도동,11590,15,2020-07-04
상도동래미안1차,11590-22,84.959,2020,7,30,95000,2004,상도동,11590,2,2020-07-30
상도파크자이,11590-4642,72.678,2020,7,21,134000,2016,상도동,11590,19,2020-07-21
상도더샵2차,11590-4206,84.97,2020,7,11,109500,2014,상도동,11590,7,2020-07-11
중앙하이츠빌,11590-100,123.6025,2020,7,10,100000,2003,상도동,11590,2,2020-07-10
상도파크자이,11590-4642,84.888,2020,7,18,143000,2016,상도동,11590,4,2020-07-18
현대(관악),11590-3295,58.59,2020,7,25,64500,1992,상도동,11590,13,2020-07-25
쌍용스윗닷홈,11590-99,59.578,2020,7,15,81000,2003,상도동,11590,13,2020-07-15
아이파크,11590-126,114.83,2020,7,7,100000,2004,상도동,11590,13,2020-07-07
상도효성해링턴플레이스,11590-4559,84.9506,2020,7,9,110000,2016,상도동,11590,7,2020-07-09
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,6,112500,2007,상도동,11590,6,2020-07-06
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2020,7,2,122000,2012,상도동,11590,2,2020-07-02
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,12,117000,2012,상도동,11590,11,2020-07-12
래미안상도3차,11590-127,84.96,2020,7,11,106000,2004,상도동,11590,2,2020-07-11
포스코더샵,11590-3412,152.222,2020,7,24,135000,2007,상도동,11590,3,2020-07-24
건영,11590-9,114.96,2020,7,9,97000,1997,상도동,11590,14,2020-07-09
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,9,133500,2012,상도동,11590,7,2020-07-09
래미안상도3차,11590-127,84.96,2020,7,11,115700,2004,상도동,11590,9,2020-07-11
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,4,130000,2012,상도동,11590,15,2020-07-04
래미안상도3차,11590-127,84.96,2020,7,9,111000,2004,상도동,11590,2,2020-07-09
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,4,129200,2012,상도동,11590,15,2020-07-04
상도효성해링턴플레이스,11590-4559,84.9506,2020,7,9,110000,2016,상도동,11590,7,2020-07-09
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,6,112500,2007,상도동,11590,6,2020-07-06
동원베네스트,11590-3577,84.958,2020,7,14,100000,2008,상도동,11590,4,2020-07-14
대림아파트,11590-85,84.89,2020,7,6,78000,1995,상도동,11590,10,2020-07-06
대림아파트,11590-85,84.89,2020,7,2,71500,1995,상도동,11590,1,2020-07-02
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,20,109000,2007,상도동,11590,8,2020-07-20
동원베네스트,11590-3577,84.958,2020,7,4,98000,2008,상도동,11590,6,2020-07-04
남현그린,11590-121,78.37,2020,7,14,36500,2003,상도동,11590,2,2020-07-14
힐스테이트 상도 센트럴파크,11590-3954,59.7686,2020,7,11,109000,2012,상도동,11590,2,2020-07-11
상도더샵2차,11590-4206,84.99,2020,7,18,109000,2014,상도동,11590,7,2020-07-18
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,18,133800,2012,상도동,11590,11,2020-07-18
힐스테이트 상도 프레스티지,11590-4078,84.884,2020,7,4,125000,2013,상도동,11590,6,2020-07-04
쌍용스윗닷홈,11590-99,84.954,2020,7,18,90000,2003,상도동,11590,2,2020-07-18
삼환나우빌(520-0),11590-3388,84.87,2020,7,27,85800,2007,상도동,11590,1,2020-07-27
경향렉스빌,11590-23,84.9832,2020,7,25,78700,2002,상도동,11590,12,2020-07-25
두산위브트레지움2차,11590-4495,84.8032,2020,7,7,129000,2016,상도동,11590,4,2020-07-07
래미안상도3차,11590-127,114.97,2020,7,4,122000,2004,상도동,11590,3,2020-07-04
건영,11590-9,114.96,2020,7,4,99000,1997,상도동,11590,7,2020-07-04
중앙하이츠빌,11590-100,84.9883,2020,7,4,98000,2003,상도동,11590,13,2020-07-04
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2020,7,1,139000,2012,상도동,11590,4,2020-07-01
래미안상도3차,11590-127,114.97,2020,7,8,134500,2004,상도동,11590,12,2020-07-08
상도두산위브,11590-3714,84.99,2020,7,7,107000,2010,상도동,11590,2,2020-07-07
포스코더샵,11590-3412,59.995,2020,7,4,99500,2007,상도동,11590,6,2020-07-04
래미안상도3차,11590-127,84.96,2020,7,4,109000,2004,상도동,11590,5,2020-07-04
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,5,110000,2012,상도동,11590,5,2020-07-05
중앙하이츠빌,11590-100,84.9883,2020,7,4,94250,2003,상도동,11590,7,2020-07-04
힐스테이트 상도 프레스티지,11590-4078,120.004,2020,7,3,142000,2013,상도동,11590,2,2020-07-03
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,4,129200,2012,상도동,11590,15,2020-07-04
힐스테이트 상도 프레스티지,11590-4078,120.004,2020,7,6,145000,2013,상도동,11590,8,2020-07-06
힐스테이트 상도 프레스티지,11590-4078,84.953,2020,7,2,121500,2013,상도동,11590,7,2020-07-02
이수브라운스톤상도(527-0),11590-3441,84.99,2020,7,6,109000,2007,상도동,11590,10,2020-07-06
아이파크,11590-126,84.96,2020,7,14,106000,2004,상도동,11590,17,2020-07-14
포스코더샵,11590-3412,59.995,2020,7,1,97500,2007,상도동,11590,10,2020-07-01
래미안상도3차,11590-127,84.96,2020,7,1,98000,2004,상도동,11590,1,2020-07-01
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2020,7,7,112800,2012,상도동,11590,10,2020-07-07
현대201동,11590-18,59.91,2020,7,9,53500,1995,상도동,11590,6,2020-07-09
힐스테이트 상도 프레스티지,11590-4078,120.49,2020,7,11,147000,2013,상도동,11590,9,2020-07-11
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,15,133000,2012,상도동,11590,5,2020-07-15
포스코더샵,11590-3412,101.993,2020,7,10,129500,2007,상도동,11590,15,2020-07-10
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2020,7,15,149500,2012,상도동,11590,5,2020-07-15
건영,11590-9,32.8,2020,7,11,53300,1997,상도동,11590,3,2020-07-11
이수브라운스톤상도(527-0),11590-3441,84.91,2020,7,6,107500,2007,상도동,11590,5,2020-07-06
이수브라운스톤상도(527-0),11590-3441,59.94,2020,7,7,93000,2007,상도동,11590,1,2020-07-07
포스코더샵,11590-3412,84.995,2020,7,5,120000,2007,상도동,11590,10,2020-07-05
상도파크자이,11590-4642,84.918,2020,7,10,146500,2016,상도동,11590,19,2020-07-10
상도동삼호아파트,11590-13,84.52,2020,7,3,70000,1994,상도동,11590,8,2020-07-03
경향렉스빌,11590-23,61.5494,2020,7,4,55000,2002,상도동,11590,7,2020-07-04
삼성래미안2,11590-102,84.796,2020,7,2,96000,2003,상도동,11590,5,2020-07-02
동아,11590-11,83.09,2020,7,11,55000,1995,상도동,11590,4,2020-07-11
오크밸리,11590-24,55.32,2020,7,15,27000,2002,상도동,11590,5,2020-07-15
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2020,7,11,134500,2012,상도동,11590,16,2020-07-11
상도동래미안1차,11590-22,84.959,2020,7,1,97500,2004,상도동,11590,18,2020-07-01
상도현대,11590-15,59.72,2020,7,4,63000,2003,상도동,11590,10,2020-07-04
힐스테이트 상도 센트럴파크,11590-3954,84.7954,2020,7,1,134000,2012,상도동,11590,13,2020-07-01
삼성래미안2,11590-102,59.886,2020,7,8,82000,2003,상도동,11590,12,2020-07-08
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2020,7,7,130000,2012,상도동,11590,16,2020-07-07
힐스테이트 상도 프레스티지,11590-4078,84.884,2020,7,4,125200,2013,상도동,11590,3,2020-07-04
상도현대,11590-15,84.87,2020,7,4,71500,2003,상도동,11590,6,2020-07-04
상도2차갑을명가,11590-3358,84.33,2020,7,4,64800,2006,상도동,11590,3,2020-07-04
